acc_no,wrng_mode_cd,span,wire_knd_cd,wire_spec_cd,wire_lico,newi_knd_cd,newi_spec_cd
442720225495,13,42,AO,35.0,1,AL,32.0
442720225506,13,25,C2,25.0,1,ZZ,0.0
442720225527,13,27,C2,25.0,1,ZZ,0.0
442720225527,13,29,C2,25.0,1,ZZ,0.0
442720225531,13,31,OW,22.0,1,WO,22.0
442720225531,13,65,OW,22.0,1,WO,22.0
442720225533,43,38,C4,35.0,1,ZZ,0.0
442720225543,43,45,AO,35.0,3,AL,32.0
442720225556,13,45,OW,22.0,1,WO,22.0
442720225558,13,46,AO,35.0,1,AL,32.0
442720225558,13,37,AO,35.0,1,AL,32.0
442720225562,13,39,OW,22.0,1,WO,22.0
442720225562,13,43,OW,22.0,1,WO,22.0
442720225567,13,51,AO,35.0,1,AL,32.0
442720225568,13,56,AO,35.0,1,AL,32.0
442720225568,13,42,AO,35.0,1,AL,32.0
442720225568,13,29,AO,35.0,1,AL,32.0
442720225571,13,22,OC,32.0,1,OC,32.0
442720225571,13,40,OC,32.0,1,OC,32.0
442720225571,13,51,AO,35.0,1,AL,32.0
442720225572,43,36,OW,22.0,3,WO,22.0
442720225591,13,42,C2,25.0,1,ZZ,0.0
442720225594,43,12,C4,70.0,1,ZZ,0.0
442720225597,43,28,OW,38.0,3,WO,22.0
442720225597,43,31,OW,38.0,3,WO,22.0
442720225602,43,52,OW,38.0,3,WO,22.0
442720225618,13,10,D2,3.2,1,ZZ,0.0
442720225618,13,61,AO,35.0,1,AL,32.0
442720225619,43,47,C4,25.0,1,ZZ,0.0
442720225619,43,24,C4,25.0,1,ZZ,0.0
442720225623,43,34,AO,35.0,3,AL,32.0
442720225623,43,47,AO,35.0,3,AL,32.0
442720225623,43,41,AO,35.0,3,AL,32.0
442720225623,43,48,AO,35.0,3,AL,32.0
442720225625,13,34,AO,35.0,1,AL,32.0
442720225625,13,21,AO,35.0,1,AL,32.0
442720225626,13,54,AO,35.0,1,AL,58.0
442720225626,13,58,AO,35.0,1,AL,32.0
442720225626,13,37,AO,35.0,1,AL,32.0
442720225628,13,13,AO,35.0,1,AL,32.0
442720225628,13,48,AO,35.0,1,AL,32.0
442720225628,13,48,AO,35.0,1,AL,32.0
442720225628,13,13,AO,35.0,1,AL,32.0
442720225640,13,20,OW,22.0,1,WO,22.0
442720225647,13,31,OW,22.0,1,WO,22.0
442720225647,13,27,OW,22.0,1,WO,22.0
442720225658,13,18,OW,22.0,1,WO,22.0
442720225659,13,53,AO,35.0,1,AL,32.0
442720225659,13,32,AO,35.0,1,AL,32.0
442720225659,13,31,AO,35.0,1,AL,32.0
442720225659,13,51,AO,35.0,1,AL,32.0
442720225664,13,30,OW,22.0,1,WO,22.0
442720225671,13,28,OW,22.0,1,WO,22.0
442720225671,13,27,OW,22.0,1,WO,22.0
442720225671,13,36,OW,22.0,1,WO,22.0
442720225671,13,26,OW,22.0,1,WO,22.0
442720225673,13,14,OW,22.0,1,WO,22.0
442720225676,13,41,C2,25.0,1,ZZ,0.0
442720225676,13,30,C2,25.0,1,ZZ,0.0
442720225684,13,33,AO,35.0,1,AL,32.0
442720225684,13,38,AO,35.0,1,AL,32.0
442720225696,13,52,AO,35.0,1,AL,32.0
442720225696,43,57,OW,38.0,3,WO,38.0
442720225706,13,21,OW,22.0,1,WO,22.0
442720225710,13,41,C2,25.0,1,ZZ,0.0
442720225716,13,55,AO,35.0,1,AL,32.0
442720225718,13,25,D2,3.2,1,ZZ,0.0
442720225719,13,25,AO,35.0,1,AL,32.0
442720225724,13,21,AO,35.0,1,AL,32.0
442720225755,13,26,AO,35.0,1,AL,32.0
442720225770,43,25,C4,25.0,1,ZZ,0.0
442720225786,13,16,C2,25.0,1,ZZ,0.0
442720225786,13,32,C2,25.0,1,ZZ,0.0
442720225787,13,48,C2,25.0,1,ZZ,0.0
442720225787,13,36,C2,25.0,1,ZZ,0.0
442720225788,13,50,C2,25.0,1,ZZ,0.0
442720225790,43,35,AO,35.0,3,AL,32.0
442720225793,13,23,AO,35.0,1,AL,32.0
442720225793,13,65,AO,35.0,1,AL,32.0
442720225802,13,41,AO,35.0,1,AL,32.0
442720225802,13,34,AO,35.0,1,AL,32.0
442720225809,13,47,OW,22.0,1,WO,22.0
442720225812,43,23,OW,100.0,3,WO,60.0
442720225814,13,17,OW,22.0,1,WO,22.0
442720225814,13,24,OW,22.0,1,WO,22.0
442720225814,13,52,OW,22.0,1,WO,22.0
442720225814,13,42,OW,22.0,1,WO,22.0
442720225814,13,41,OW,22.0,1,WO,22.0
442720225814,13,8,OW,22.0,1,WO,22.0
442720225814,13,52,OW,22.0,1,WO,22.0
442720225814,13,9,OW,22.0,1,WO,22.0
442720225814,13,51,OW,22.0,1,WO,22.0
442720225817,13,18,AO,35.0,1,AL,32.0
442720225827,13,45,AO,35.0,1,AL,32.0
442720225840,13,43,OW,22.0,1,WO,22.0
442720225840,13,48,OW,22.0,1,WO,22.0
442720225840,13,29,OW,22.0,1,WO,22.0
442720225843,13,27,AO,35.0,1,AL,32.0
442720225843,13,42,AO,35.0,1,AL,58.0
442720225844,13,44,AO,35.0,1,AL,32.0
442720225846,43,41,AO,35.0,3,AL,32.0
442720225847,43,37,OW,22.0,3,WO,22.0
442720225848,13,16,AO,35.0,1,AL,32.0
442720225850,43,49,OW,22.0,3,WO,22.0
442720225850,43,19,OW,22.0,3,WO,22.0
442720225850,43,42,C4,25.0,1,ZZ,0.0
442720225867,13,53,C2,25.0,1,ZZ,0.0
442720225867,13,46,C2,25.0,1,ZZ,0.0
442720225867,13,43,C2,25.0,1,ZZ,0.0
442720225867,13,36,AO,35.0,1,AL,32.0
442720225871,13,33,AO,35.0,1,AL,32.0
442720225871,13,34,AO,35.0,1,AL,32.0
442720225878,13,20,OW,22.0,1,WO,22.0
442720225879,13,15,OW,38.0,1,WO,38.0
442720225890,43,17,OW,38.0,3,WO,22.0
442720225890,43,15,OW,38.0,3,WO,22.0
442720233037,13,48,OW,22.0,1,WO,22.0
442720233037,13,34,OW,22.0,1,WO,22.0
442720233049,43,50,OW,22.0,3,WO,22.0
442720233049,43,35,OW,22.0,3,WO,22.0
442720233055,13,23,AO,35.0,1,AL,32.0
442720233062,43,29,AO,35.0,3,AL,32.0
442720233069,43,25,C4,25.0,1,ZZ,0.0
442720233079,13,23,C2,25.0,1,ZZ,0.0
442720233079,13,36,C2,25.0,1,ZZ,0.0
442720233089,13,23,AO,35.0,1,AL,32.0
442720233090,13,17,AO,35.0,1,AL,32.0
442720233108,13,10,AO,35.0,1,AL,32.0
442720233118,43,54,C4,25.0,1,ZZ,0.0
442720233118,43,54,C4,25.0,1,ZZ,0.0
442720233118,43,41,C4,25.0,1,ZZ,0.0
442720233145,13,38,AO,35.0,1,AL,32.0
442720233145,13,52,AO,35.0,1,AL,32.0
442720233145,13,38,AO,35.0,1,AL,32.0
442720233148,13,50,D2,3.2,1,ZZ,0.0
442720233161,43,50,OW,22.0,3,WO,22.0
442720233162,43,26,OW,22.0,3,WO,22.0
442720233162,43,46,OW,22.0,3,WO,22.0
442720233163,13,26,AO,35.0,1,AL,32.0
442720233170,13,36,AO,35.0,1,AL,32.0
442720233170,13,50,AO,35.0,1,AL,32.0
442720233170,13,31,AO,35.0,1,AL,32.0
442720233173,13,41,AO,35.0,1,AL,32.0
442720233175,13,42,OW,22.0,1,AL,58.0
442720233175,13,48,C2,25.0,1,ZZ,0.0
442720233175,13,32,OW,22.0,1,WO,22.0
442720233175,13,48,OW,22.0,1,WO,22.0
442720233179,13,30,AO,35.0,1,AL,32.0
442720233189,13,31,AO,35.0,1,AL,32.0
442720233191,43,33,C4,25.0,1,ZZ,0.0
442720233193,43,13,OW,22.0,3,WO,22.0
442720233194,13,14,AO,35.0,1,AL,32.0
442720233196,43,60,OW,38.0,3,AL,58.0
442720233196,43,42,OW,22.0,3,WO,22.0
442720233196,43,30,C4,25.0,1,ZZ,0.0
442720233198,43,31,C4,25.0,1,ZZ,0.0
442720233204,13,44,AO,35.0,1,AL,32.0
442720233205,13,48,AO,35.0,1,AL,32.0
442720233205,13,49,AO,35.0,1,AL,32.0
442720233210,13,37,AO,35.0,1,AL,32.0
442720233210,13,46,AO,35.0,1,AL,58.0
442720233210,13,43,AO,35.0,1,AL,58.0
442720233210,13,46,AO,35.0,1,AL,58.0
442720233215,13,25,OW,22.0,1,WO,22.0
442720233217,13,36,AO,35.0,1,AL,32.0
442720233224,13,31,AO,35.0,1,AL,32.0
442720233224,13,37,AO,35.0,1,AL,32.0
442720233224,13,38,AO,35.0,1,AL,58.0
442720233225,13,10,C2,25.0,1,ZZ,0.0
442720233225,43,20,C4,25.0,1,ZZ,0.0
442720233231,13,25,AO,35.0,1,AL,58.0
442720233231,13,36,OW,38.0,1,WO,38.0
442720233242,13,28,AO,35.0,1,AL,32.0
442720233243,13,62,AO,35.0,1,AL,32.0
442720233245,43,63,OW,22.0,3,WO,22.0
442720233245,43,18,OW,22.0,3,WO,22.0
442720233245,43,33,OW,22.0,3,WO,22.0
442720233245,43,66,OW,22.0,3,WO,22.0
442720233253,13,33,OW,22.0,1,WO,22.0
442720233253,13,50,OW,22.0,1,WO,22.0
442720233254,13,47,AO,35.0,1,AL,32.0
442720233254,13,42,AO,35.0,1,AL,32.0
442720233255,43,36,OW,22.0,3,WO,22.0
442720233256,13,51,AO,35.0,1,AL,32.0
442720233256,13,58,AO,35.0,1,AL,32.0
442720233256,13,34,AO,35.0,1,AL,32.0
442720233256,13,48,C2,22.0,1,ZZ,0.0
442720233257,13,44,C2,25.0,1,ZZ,0.0
442720233258,13,50,C2,25.0,1,ZZ,0.0
442720233258,13,68,OW,22.0,1,WO,22.0
442720233265,43,43,C4,25.0,1,ZZ,0.0
442720233265,43,44,C4,25.0,1,ZZ,0.0
442720233271,13,48,AO,35.0,1,AL,32.0
442720233271,13,32,AO,35.0,1,AL,32.0
442720233271,13,53,AO,35.0,1,AL,32.0
442720233272,13,36,AO,35.0,1,AL,32.0
442720233283,13,34,OW,22.0,1,WO,22.0
442720233296,13,51,OW,22.0,1,WO,22.0
442720233296,13,33,OW,22.0,1,WO,22.0
442720233298,13,61,OW,22.0,1,WO,22.0
442720233298,13,42,OW,22.0,1,WO,22.0
442720233298,13,42,OW,22.0,1,WO,22.0
442720233308,13,41,AO,35.0,1,AL,32.0
442720233308,13,43,AO,35.0,1,AL,32.0
442720233310,13,8,AO,35.0,1,AL,32.0
442720233312,43,46,OW,22.0,3,WO,22.0
442720233312,43,12,OW,22.0,3,WO,22.0
442720233315,13,22,AO,35.0,1,AL,32.0
442720233316,13,33,AO,35.0,1,AL,32.0
442720233317,13,69,AO,35.0,1,AL,32.0
442720233317,13,57,AO,35.0,1,AL,32.0
442720233317,13,48,AO,35.0,1,AL,32.0
442720233317,13,41,AO,35.0,1,AL,32.0
442720233322,13,48,C2,25.0,1,ZZ,0.0
442720233322,13,47,C2,25.0,1,ZZ,0.0
442720233323,43,7,OW,38.0,3,WO,22.0
442720233335,13,68,AO,35.0,1,AL,58.0
442720233335,13,42,AO,35.0,1,AL,32.0
442720233337,13,18,OW,22.0,1,WO,22.0
442720233338,13,40,OW,22.0,1,WO,22.0
442720233338,13,32,OW,22.0,1,WO,22.0
442720233346,43,16,AO,35.0,3,AL,32.0
442720233347,13,27,AO,35.0,1,AL,32.0
442720233347,13,37,AO,35.0,1,AL,32.0
442720233359,13,24,OW,22.0,1,WO,22.0
442720233362,13,13,AO,35.0,1,AL,32.0
442720233363,43,30,AO,35.0,3,AL,32.0
442720233372,13,52,AO,35.0,1,AL,32.0
442720233372,13,44,AO,35.0,1,AL,32.0
442720233372,13,54,AO,35.0,1,AL,32.0
442720233388,13,26,AO,35.0,1,AL,32.0
442720233388,13,58,AO,35.0,1,AL,32.0
442720233388,13,36,AO,35.0,1,AL,32.0
442720233392,43,49,AO,35.0,3,AL,58.0
442720233392,43,47,AO,35.0,3,AL,58.0
442720233392,43,55,AO,35.0,3,AL,58.0
442720233392,43,29,AO,35.0,3,AL,58.0
442720233392,43,52,AO,35.0,3,AL,58.0
442720233404,13,42,AO,35.0,1,AL,32.0
442720233414,13,39,C2,25.0,1,ZZ,0.0
442720233414,13,13,C2,25.0,1,ZZ,0.0
442720233414,13,36,C2,25.0,1,ZZ,0.0
442720233416,13,45,AO,35.0,1,AL,32.0
442720233417,13,33,AO,35.0,1,AL,32.0
442720233417,13,28,AO,35.0,1,AL,32.0
442720233420,13,28,AO,35.0,1,AL,32.0
442720233422,13,33,AO,35.0,1,AL,32.0
442720233423,43,22,AO,35.0,3,AL,32.0
442720233424,13,41,OW,22.0,1,WO,22.0
442720233425,13,50,C2,25.0,1,ZZ,0.0
442720233426,13,25,AO,35.0,1,AL,32.0
442720233427,13,55,AO,35.0,1,AL,32.0
442720233428,43,23,C4,25.0,1,ZZ,0.0
442720233429,13,54,AO,35.0,1,AL,32.0
442720233429,13,59,AO,35.0,1,AL,32.0
442720233429,13,33,AO,35.0,1,AL,32.0
442720233429,13,38,AO,35.0,1,AL,32.0
442720233429,13,20,AO,35.0,1,AL,32.0
442720233429,13,17,AO,35.0,1,AL,32.0
442720233430,13,49,OW,22.0,1,WO,22.0
442720233434,13,30,C2,25.0,1,ZZ,0.0
442720233434,13,43,C2,25.0,1,ZZ,0.0
442720233436,13,38,C2,25.0,1,ZZ,0.0
442720233436,13,45,OW,22.0,1,AL,95.0
442720233436,13,30,C2,25.0,1,ZZ,0.0
442720233437,43,27,OW,22.0,3,WO,22.0
442720233440,13,34,AO,35.0,1,AL,32.0
442720233446,13,62,OW,38.0,1,WO,38.0
442720233446,13,22,OW,38.0,1,WO,38.0
442720233446,13,33,OW,38.0,1,WO,38.0
442720233446,13,37,OW,38.0,1,WO,38.0
442720233446,13,44,OW,38.0,1,WO,38.0
442720233446,13,36,OW,38.0,1,WO,38.0
442720233446,13,34,OW,38.0,1,WO,38.0
442720233446,13,57,C2,35.0,1,ZZ,0.0
442720233446,13,44,OW,38.0,1,WO,38.0
442720233455,13,48,OW,22.0,1,WO,22.0
442720233474,13,20,AO,35.0,1,AL,32.0
442720233475,13,61,AO,35.0,1,AL,32.0
442720233477,13,29,C2,25.0,1,ZZ,0.0
442720233478,13,17,AO,35.0,1,AL,32.0
442720233487,13,13,AO,35.0,1,AL,32.0
442720233488,13,24,AO,35.0,1,AL,32.0
442720233491,13,40,AO,35.0,1,AL,32.0
442720233497,13,40,AO,35.0,1,AL,32.0
442720233497,13,61,AO,35.0,1,AL,32.0
442720233500,13,22,AO,35.0,1,AL,32.0
442720233501,13,28,AO,35.0,1,AL,32.0
442720233503,13,30,AO,35.0,1,AL,32.0
442720233504,43,20,AO,35.0,3,AL,32.0
442720233505,13,24,D2,3.2,1,ZZ,0.0
442720233505,13,28,D2,3.2,1,ZZ,0.0
442720233506,13,42,OW,22.0,1,WO,22.0
442720233507,13,19,AO,35.0,1,AL,32.0
442720233507,13,32,AO,35.0,1,AL,32.0
442720233507,13,36,AO,35.0,1,AL,32.0
442720233507,13,35,AO,35.0,1,AL,32.0
442720233507,13,38,AO,35.0,1,AL,32.0
442720233509,43,57,OW,100.0,3,AL,58.0
442720233509,43,44,OW,100.0,3,AL,58.0
442720233509,43,44,OW,100.0,3,AL,58.0
442720233509,43,36,OW,100.0,3,AL,58.0
442720233512,13,28,AO,35.0,1,AL,32.0
442720233514,13,57,AO,35.0,1,AL,32.0
442720233514,13,50,AO,35.0,1,AL,32.0
442720233515,43,25,AO,35.0,3,AL,32.0
442720233516,13,68,AO,35.0,1,AL,32.0
442720233516,13,27,AO,35.0,1,AL,32.0
442720233516,13,51,AO,35.0,1,AL,32.0
442720233525,13,52,AO,35.0,1,AL,32.0
442720233532,13,36,C2,25.0,1,ZZ,0.0
442720233532,13,15,AO,35.0,1,AL,32.0
442720233534,43,24,OW,22.0,3,WO,22.0
442720233553,13,31,AO,35.0,1,AL,32.0
442720233558,13,27,AO,35.0,1,AL,32.0
442720233558,13,63,AO,35.0,1,AL,32.0
442720233561,13,25,C2,25.0,1,ZZ,0.0
442720233562,13,51,AO,35.0,1,AL,32.0
442720233566,13,24,AO,35.0,1,AL,32.0
442720233571,13,30,AO,35.0,1,AL,32.0
442720233571,13,35,AO,35.0,1,AL,32.0
442720233578,13,40,OW,22.0,1,WO,22.0
442720233578,13,45,OW,22.0,1,WO,22.0
442720233578,13,31,OW,22.0,1,WO,22.0
442720233580,13,38,AO,35.0,1,AL,32.0
442720233582,43,15,OW,22.0,3,WO,22.0
442720233587,13,43,AO,35.0,1,AL,32.0
442720233590,13,20,AO,35.0,1,AL,32.0
442720233590,13,56,AO,35.0,1,AL,32.0
442720233590,13,12,AO,35.0,1,AL,32.0
442720233592,13,10,AO,35.0,1,AL,32.0
442720233593,13,13,OW,22.0,1,WO,22.0
442720233595,13,57,AO,35.0,1,AL,32.0
442720233596,13,39,AO,35.0,1,AL,32.0
442720233597,13,45,AO,35.0,1,AL,32.0
442720233599,13,47,AO,35.0,1,AL,32.0
442720233599,13,33,AO,35.0,1,AL,32.0
442720233600,13,45,AO,35.0,1,AL,32.0
442720233601,13,41,C2,25.0,1,ZZ,0.0
442720233602,13,22,AO,35.0,1,AL,32.0
442720233603,43,29,OW,22.0,3,WO,22.0
442720233606,13,60,AO,35.0,1,AL,32.0
442720233611,13,34,OW,22.0,1,WO,22.0
442720233612,13,12,AO,35.0,1,AL,32.0
442720233629,13,54,AO,35.0,1,AL,32.0
442720233631,13,36,AO,35.0,1,AL,32.0
442720233633,13,30,D2,3.2,1,ZZ,0.0
442720233634,13,53,AO,35.0,1,AL,32.0
442720233634,13,37,AO,35.0,1,AL,32.0
442720233634,13,28,AO,35.0,1,AL,32.0
442720233634,13,11,AO,35.0,1,AL,32.0
442720233636,13,36,OW,22.0,1,WO,22.0
442720233638,13,36,C2,25.0,1,ZZ,0.0
442720233640,13,50,OW,22.0,1,AL,58.0
442720233640,13,38,OW,22.0,1,WO,22.0
442720233642,13,25,OW,22.0,1,WO,22.0
442720233642,13,45,OW,22.0,1,WO,22.0
442720233644,13,28,OW,22.0,1,WO,22.0
442720233644,13,58,OW,22.0,1,WO,22.0
442720233644,13,24,OW,22.0,1,WO,22.0
442720233644,13,43,OW,22.0,1,WO,22.0
442720233644,13,22,OW,22.0,1,WO,22.0
442720233648,13,23,AO,35.0,1,AL,32.0
442720233648,13,50,C2,25.0,1,AL,95.0
442720233648,13,25,AO,35.0,1,AL,32.0
442720233648,13,49,C2,25.0,1,AL,95.0
442720233648,13,17,AO,35.0,1,AL,58.0
442720233649,13,33,AO,35.0,1,AL,32.0
442720233649,13,59,AO,35.0,1,AL,32.0
442720233650,13,32,AO,35.0,1,AL,32.0
442720233650,13,19,AO,35.0,1,AL,32.0
442720233651,13,26,AO,35.0,1,AL,32.0
442720233660,13,16,AO,35.0,1,AL,32.0
442720233664,13,20,AO,35.0,1,AL,32.0
442720233666,13,25,AO,35.0,1,AL,32.0
442720233671,13,20,AO,35.0,1,AL,32.0
442720233674,13,37,OW,22.0,1,WO,22.0
442720233675,13,28,AO,35.0,1,AL,32.0
442720233676,43,51,OW,38.0,3,WO,22.0
442720233676,43,38,OW,38.0,3,WO,22.0
442720233676,13,28,AO,35.0,1,AL,32.0
442720233676,43,34,OW,38.0,3,WO,22.0
442720233679,13,14,AO,35.0,1,AL,32.0
442720233683,13,66,AO,35.0,1,AL,32.0
442720233683,13,32,AO,35.0,1,AL,32.0
442720233684,13,32,AO,35.0,1,AL,32.0
442720233685,13,16,OW,22.0,1,WO,22.0
442720233686,13,23,AO,35.0,1,AL,32.0
442720233691,13,48,OW,22.0,1,WO,22.0
442720233692,13,54,OW,22.0,1,OW,22.0
442720233692,43,17,OW,22.0,3,OW,22.0
442720233693,43,42,C4,25.0,1,ZZ,0.0
442720233693,43,42,C4,25.0,1,ZZ,0.0
442720233696,13,33,AO,35.0,1,AL,32.0
442720233698,13,31,AO,35.0,1,AL,32.0
442720233698,13,32,AO,35.0,1,AL,32.0
442720233698,13,30,AO,35.0,1,AL,32.0
442720233699,13,31,AO,35.0,1,AL,32.0
442720233708,13,56,AO,35.0,1,AL,32.0
442720233708,13,64,AO,35.0,1,AL,32.0
442720233709,13,13,AO,35.0,1,AL,32.0
442720233717,13,39,C2,25.0,1,ZZ,0.0
442720233717,13,22,C2,25.0,1,ZZ,0.0
442720233731,13,24,AO,35.0,1,AL,32.0
442720233731,13,42,AO,35.0,1,AL,32.0
442720233732,13,41,OW,22.0,1,WO,22.0
442720233738,43,56,AO,35.0,3,AL,32.0
442720233739,13,12,D2,3.2,1,ZZ,0.0
442720233740,13,13,AO,35.0,1,AL,32.0
442720233743,13,46,AO,35.0,1,AL,95.0
442720233743,13,33,AO,35.0,1,AL,32.0
442720233743,13,22,AO,35.0,1,AL,32.0
442720233743,13,36,AO,35.0,1,AL,95.0
442720233745,13,20,OW,22.0,1,WO,22.0
442720233746,13,19,AO,35.0,1,AL,32.0
442720233746,13,28,OW,22.0,1,WO,22.0
442720233746,13,35,OW,22.0,1,WO,22.0
442720233754,13,57,C2,25.0,1,ZZ,0.0
442720233756,13,37,OW,22.0,1,WO,22.0
442720233757,13,17,AO,35.0,1,AL,32.0
442720233758,13,23,AO,35.0,1,AL,32.0
442720233763,43,35,OW,22.0,3,WO,22.0
442720233763,43,46,OW,22.0,3,WO,22.0
442720233767,13,32,AO,35.0,1,AL,32.0
442720233769,13,31,D2,3.2,1,ZZ,0.0
442720233771,13,23,AO,35.0,1,AL,32.0
442720233779,13,47,AO,35.0,1,AL,32.0
442720233780,13,9,OW,22.0,1,WO,22.0
442720233781,13,17,AO,35.0,1,AL,32.0
442720233785,13,38,C2,25.0,1,ZZ,0.0
442720233785,13,24,AO,35.0,1,AL,32.0
442720233789,13,49,AO,35.0,1,AL,32.0
442720233790,43,23,OW,22.0,3,WO,22.0
442720233790,43,52,OW,22.0,3,WO,22.0
442720233790,43,34,OW,22.0,3,WO,22.0
442720233790,43,38,OW,22.0,3,WO,22.0
442720233791,13,50,AO,35.0,1,AL,32.0
442720233791,13,53,AO,35.0,1,AL,32.0
442720233791,13,38,AO,35.0,1,AL,32.0
442720233793,13,20,AO,35.0,1,AL,32.0
442720233793,13,49,AO,35.0,1,AL,32.0
442720233793,13,38,AO,35.0,1,AL,32.0
442720233802,13,29,AO,35.0,1,AL,58.0
442720233802,13,39,AO,35.0,1,AL,32.0
442720233802,13,19,AO,35.0,1,AL,32.0
442720233802,13,50,AO,35.0,1,AL,32.0
442720233829,13,54,AO,35.0,1,AL,32.0
442720233832,13,55,AO,35.0,1,AL,32.0
442720233832,13,42,AO,35.0,1,AL,32.0
442720233838,43,20,OW,22.0,3,WO,22.0
442720233839,43,7,AO,35.0,3,AL,32.0
442720233840,13,12,AO,35.0,1,AL,32.0
442720233845,13,53,AO,35.0,1,AL,32.0
442720233854,13,35,AO,35.0,1,AL,32.0
442720233872,13,38,D2,3.2,1,ZZ,0.0
442720233873,13,18,AO,35.0,1,AL,32.0
442720233874,43,21,OW,22.0,3,WO,22.0
442720233883,13,49,AO,35.0,1,AL,32.0
442720233883,13,25,AO,35.0,1,AL,32.0
442720233883,13,43,AO,35.0,1,AL,32.0
442720233883,13,64,AO,35.0,1,AL,32.0
442720233883,13,60,AO,35.0,1,AL,58.0
442720233885,13,40,D2,3.2,1,ZZ,0.0
442720233887,13,25,AO,35.0,1,AL,32.0
442720233890,43,68,OW,22.0,3,WO,22.0
442720233890,43,31,OW,22.0,3,WO,22.0
442720233895,13,47,AO,35.0,1,AL,32.0
442720233896,13,34,AO,35.0,1,AL,32.0
442720233896,13,28,AO,35.0,1,AL,32.0
442720233897,13,15,OW,22.0,1,WO,22.0
442720233898,43,40,OW,22.0,3,WO,22.0
442720233898,43,30,OW,22.0,3,WO,22.0
442720233901,13,55,OW,22.0,1,WO,22.0
442720233901,13,33,OW,22.0,1,WO,22.0
442720233901,13,61,OW,22.0,1,WO,22.0
442720233904,13,30,D2,3.2,1,ZZ,0.0
442720233904,13,24,D2,3.2,1,ZZ,0.0
442720233905,13,52,AO,35.0,1,AL,32.0
442720233933,43,53,OW,22.0,3,WO,22.0
442720233937,13,37,AO,35.0,1,AL,95.0
442720233937,13,33,AO,35.0,1,AL,32.0
442720233949,13,47,AO,35.0,1,AL,32.0
442720233949,13,59,AO,35.0,1,AL,32.0
442720233950,13,24,AO,35.0,1,AL,32.0
442720233951,13,22,D2,3.2,1,ZZ,0.0
442720233965,13,52,OW,22.0,1,WO,22.0
442720233966,13,45,OW,22.0,1,WO,22.0
442720233972,13,23,AO,35.0,1,AL,32.0
442720233974,13,13,AO,35.0,1,AL,32.0
442720233989,13,30,AO,35.0,1,AL,32.0
442720234012,13,25,OW,22.0,1,WO,22.0
442720234013,13,16,AO,35.0,1,AL,32.0
442720234013,13,39,AO,35.0,1,AL,58.0
442720234013,13,46,AO,35.0,1,AL,58.0
442720234013,13,32,AO,35.0,1,AL,58.0
442720234013,13,48,AO,35.0,1,AL,58.0
442720234013,13,76,AO,35.0,1,AL,58.0
442720234014,13,55,C2,35.0,1,ZZ,0.0
442720234014,13,50,C2,35.0,1,ZZ,0.0
442720234014,13,47,OW,38.0,1,WO,38.0
442720234014,13,62,OW,38.0,1,WO,38.0
442720234014,13,43,OW,38.0,1,WO,38.0
442720234093,43,22,OC,32.0,3,AL,32.0
442720234093,43,11,OC,32.0,3,AL,32.0
442720234094,13,36,AO,35.0,1,AL,32.0
442720234181,13,28,AO,35.0,1,AL,32.0
442720234208,13,52,AO,35.0,1,AL,32.0
476920203629,43,53,AO,35.0,3,AL,32.0
476920203629,43,43,AO,35.0,3,AL,32.0
476920203629,43,42,AO,35.0,3,AL,32.0
476920203629,43,46,AO,35.0,3,AL,32.0
476920203629,43,56,AO,35.0,3,AL,32.0
476920203629,43,57,AO,35.0,3,AL,32.0
476920203629,43,48,AO,35.0,3,AL,32.0
476920203629,43,35,AO,35.0,3,AL,32.0
476920203825,13,27,AO,35.0,1,AL,32.0
476920203911,13,42,OC,32.0,1,AL,32.0
476920203911,43,29,AO,35.0,3,AL,32.0
476920203911,43,30,AO,35.0,3,AL,32.0
476920203911,43,25,AO,35.0,3,AL,32.0
476920203911,43,52,AO,35.0,3,AL,32.0
476920203911,43,33,AO,35.0,3,AL,32.0
476920203911,43,44,AO,35.0,3,AL,32.0
476920203911,43,38,AO,35.0,3,AL,32.0
476920203918,43,43,OW,38.0,3,AL,95.0
476920203918,43,50,AO,35.0,3,AL,32.0
476920203918,43,75,AO,35.0,3,AL,32.0
476920203918,43,38,AO,35.0,3,AL,32.0
476920203967,13,28,AO,35.0,1,AL,32.0
476920203967,13,33,AO,35.0,1,AL,32.0
476920203967,13,25,AO,35.0,1,AL,32.0
476920203967,13,43,C2,25.0,1,ZZ,0.0
476920203967,13,24,AO,35.0,1,AL,32.0
476920203967,13,30,AO,35.0,1,AL,32.0
476920203967,13,35,AO,35.0,1,AL,32.0
476920203987,43,21,OW,38.0,3,WO,38.0
476920204018,13,48,AO,35.0,1,AL,58.0
476920204018,13,34,C2,25.0,1,ZZ,0.0
476920204018,13,25,C2,25.0,1,ZZ,0.0
476920204018,13,35,C2,25.0,1,ZZ,0.0
476920204018,13,34,C2,25.0,1,ZZ,0.0
476920204018,13,37,C2,25.0,1,ZZ,0.0
476920204018,13,25,C2,25.0,1,ZZ,0.0
476920204018,13,35,C2,25.0,1,ZZ,0.0
476920204018,13,20,C2,25.0,1,ZZ,0.0
476920204021,43,32,AO,35.0,3,AL,32.0
476920204021,43,31,AO,35.0,3,AL,32.0
476920204036,43,40,AO,35.0,3,AL,32.0
476920204037,13,47,AO,35.0,1,AL,32.0
476920204037,13,24,AO,35.0,1,AL,32.0
